35,16,49,57,61,94,6,21,42,86,6,94,72,50,11,24,96,37,91,74,80,29,80,20,93,89,37,46,75,99,70,49,58,36,73,41,96,4,22,14,4,90,99,90,37,93,41,28,44,69,51,30,79,34,55,76,22,18,46,99,3,85,38,3,62,86,90,68,51,83,7,7,53,34,23,2,28,1,89,71,36,65,53,27,88,52,14,66,58,52,81,21,78,46,75,26,17,69,25,96,9,11,1,10,19,23,38,47,1,35,87,10,21,97,57,4,48,64,15,17,71,29,99,98,18,95,98,61,77,4,24,95,73,60,59,6,24,56,56,56,23,99,87,38,97,22,48,31,64,26,54,73,46,54,29,56,5,50,92,87,57,95,25,49,12,51,52,26,40,66,82,73,90,41,63,73,43,2,70,10,33,34,15,48,40,21,87,1,73,54,77,91,33,79,64,1,58,41,79,55,47
91,95,76,87,54,77,30,42,23,90,55,65,82,99,18,34,80,90,69,58,72,75,21,39,7,92,41,99,40,51,16,48,22,1,84,74,48,75,48,73,91,39,80,13,13,3,67,14,65,49,91,51,92,89,24,98,31,84,64,36,21,89,74,93,74,15,1,14,91,42,26,85,8,12,8,71,57,39,4,4,59,36,62,78,83,68,39,6,46,32,62,17,29,70,28,51,87,96,87,68,32,45,8,23,64,89,31,88,97,54,20,93,8,72,25,33,10,13,66,75,27,11,85,64,36,11,88,42,92,94,22,6,29,85,25,82,2,57,8,37,4,40,30,57,90,98,15,23,75,32,4,59,54,12,12,15,73,28,58,39,34,89,61,1,76,76,96,30,31,47,28,91,27,25,56,86,96,10,73,77,4,71,82,65,70,32,1,30,48,46,30,72,3,89,30,40,52,37,79,91,22
3,76,87,92,86,39,65,28,50,42,6,78,93,9,91,84,84,17,55,44,71,64,8,34,62,85,83,52,28,84,4,24,70,49,83,80,41,62,30,51,82,79,77,54,35,9,59,58,53,46,34,21,37,58,95,20,24,16,17,1,88,43,56,1,34,95,30,77,23,84,53,86,77,58,66,82,5,99,67,93,98,63,3,21,42,70,19,8,94,83,93,95,10,97,9,25,74,51,17,99,44,91,7,91,23,7,44,96,10,85,20,47,6,6,74,71,42,65,34,79,99,45,82,62,55,22,24,88,26,56,11,52,40,83,66,36,21,75,98,25,39,87,9,57,13,78,68,93,16,79,80,65,10,16,49,11,34,51,84,14,22,1,11,63,84,34,65,42,30,2,49,83,27,20,4,84,17,50,65,57,59,32,79,49,43,76,58,33,55,30,51,39,19,7,67,31,59,17,92,81,79
40,49,3,85,60,13,58,97,52,91,46,65,12,53,96,66,19,16,69,41,26,52,76,38,70,5,95,79,38,71,33,50,95,54,29,24,4,88,49,49,93,51,99,3,79,8,33,14,40,47,50,6,95,98,51,56,2,80,2,29,79,47,17,59,87,85,59,75,8,93,43,22,33,39,97,50,43,5,5,60,78,21,28,86,43,11,40,22,3,8,14,74,54,7,90,58,19,38,73,4,74,45,44,11,5,22,50,85,41,64,27,78,80,8,52,3,48,34,55,53,1,39,60,29,29,76,79,52,87,44,50,10,65,37,79,24,87,20,83,11,19,52,8,25,32,20,95,27,92,89,10,77,46,21,87,68,72,14,86,20,34,22,73,51,86,96,1,43,43,35,76,68,21,87,10,97,80,1,54,74,3,66,64,13,80,88,51,20,59,97,71,53,41,71,97,79,29,43,34,30,88
28,59,65,50,59,32,79,39,18,56,77,64,71,63,78,48,77,43,2,21,91,61,54,26,78,89,47,1,12,13,56,95,86,72,29,34,93,58,92,62,52,17,53,85,10,25,37,83,80,67,60,18,12,97,18,66,48,67,67,92,27,13,43,8,8,73,5,87,21,1,96,12,26,24,13,97,34,59,11,71,90,61,96,74,71,52,40,39,62,87,84,30,43,18,5,11,34,63,78,45,86,73,53,82,64,52,68,43,93,25,58,92,32,17,83,24,39,15,78,4,37,38,45,64,74,80,5,64,24,47,19,69,56,68,30,44,93,8,44,89,41,30,49,95,15,50,30,16,57,84,30,74,79,58,96,77,55,1,27,41,21,1,32,67,8,60,22,2,43,94,9,58,12,39,27,9,56,9,17,83,60,34,24,85,82,77,95,56,40,97,95,32,18,5,21,47,83,67,88,81,23
82,57,43,7,35,87,9,26,92,81,89,99,83,76,3,60,22,87,64,19,73,20,42,48,11,98,17,35,14,65,6,78,85,75,62,10,70,14,79,68,81,88,99,7,25,55,28,40,97,47,37,93,71,36,54,38,11,2,35,59,68,6,78,21,81,11,66,64,82,1,13,70,38,98,21,64,25,45,32,93,94,8,35,34,6,43,81,95,18,44,29,5,42,67,29,14,15,2,95,88,89,85,67,69,26,57,69,7,61,42,37,96,32,92,20,84,42,38,30,60,15,75,63,21,31,67,14,75,29,14,21,18,8,93,71,4,40,89,5,82,88,11,19,17,42,42,30,42,92,93,77,22,35,25,78,77,6,90,7,20,39,90,91,9,75,71,96,72,69,18,55,16,98,72,40,42,79,36,96,31,59,73,45,87,9,56,32,82,79,27,35,33,91,53,8,97,36,91,28,17,70
39,32,90,25,44,51,26,86,53,73,80,14,13,58,62,24,74,11,64,78,12,94,5,86,66,19,41,34,30,9,44,6,79,34,48,28,77,11,85,37,56,43,71,21,71,59,7,86,62,29,67,15,60,8,82,9,60,92,97,14,39,64,27,59,25,92,40,95,57,51,88,36,22,25,42,40,33,50,64,65,31,89,35,39,13,94,43,7,51,27,95,35,46,48,67,33,4,63,75,1,37,74,23,79,80,41,93,16,80,99,28,21,80,5,29,75,7,67,33,53,62,5,51,96,95,4,23,20,43,35,80,47,97,87,13,8,1,70,24,31,5,75,8,66,14,18,95,16,63,66,60,55,16,37,68,5,17,33,35,12,46,78,51,30,41,60,70,66,40,4,26,71,74,84,98,76,58,41,83,96,32,77,60,90,81,11,22,81,82,32,31,46,74,86,53,90,2,64,72,14,54
20,68,29,42,59,89,19,68,14,20,33,21,9,64,93,41,61,99,16,41,24,32,6,71,8,69,94,62,48,25,20,72,64,9,95,42,25,78,3,4,92,22,57,74,84,8,65,3,39,75,16,84,77,54,86,7,52,90,23,26,82,45,4,48,32,64,13,8,14,98,54,31,6,84,59,71,17,58,7,9,43,1,36,57,46,45,8,27,79,76,42,58,38,36,39,37,71,62,55,13,84,23,80,19,17,10,1,29,23,6,98,72,36,97,74,73,93,41,95,92,56,32,51,27,72,80,73,87,80,63,97,8,63,55,86,89,78,48,49,52,2,11,24,54,37,13,73,7,54,15,76,53,14,58,73,18,92,51,93,76,25,10,90,78,71,59,76,58,2,38,65,65,96,2,10,64,89,27,91,86,58,62,83,85,56,77,8,40,16,75,99,56,42,12,58,90,52,90,5,89,67
48,76,35,51,18,27,58,85,29,1,94,23,72,9,50,49,46,70,22,79,97,79,14,57,42,26,83,18,66,80,43,55,58,73,12,17,48,20,91,26,16,23,69,98,17,17,39,34,49,18,30,2,47,11,33,64,97,73,29,5,88,96,50,15,22,17,64,27,33,31,30,95,89,69,4,46,73,77,34,17,9,87,45,34,51,29,42,71,87,69,25,50,88,45,71,73,70,33,99,89,15,93,30,1,87,77,67,40,60,77,66,29,2,87,93,53,84,69,23,45,2,21,6,31,3,61,64,86,43,26,20,33,2,13,45,78,68,26,12,41,70,59,56,84,8,95,50,84,46,99,55,98,64,37,65,55,81,63,8,24,52,97,60,27,82,8,40,80,39,47,36,76,14,14,85,56,75,56,12,99,21,99,92,46,25,44,73,86,36,25,18,50,5,70,55,20,83,98,47,4,11
90,46,52,25,32,98,16,59,14,52,58,90,32,45,5,74,57,27,35,48,59,53,46,57,70,21,61,66,26,81,68,39,79,29,78,89,63,47,36,32,81,34,10,21,4,11,98,38,14,71,32,53,52,89,48,48,73,98,19,8,15,6,42,83,43,28,39,20,47,55,61,8,14,64,19,81,25,1,54,47,42,28,55,15,47,36,83,67,3,83,80,49,7,12,53,94,26,60,52,15,39,27,50,64,55,78,32,40,51,53,83,78,17,2,98,57,68,10,77,29,74,71,95,52,74,80,53,40,85,27,3,93,90,19,76,60,70,11,24,14,15,75,90,67,76,53,57,60,27,27,64,3,78,64,93,31,26,87,63,80,19,65,33,71,18,18,21,21,49,84,24,35,20,55,23,31,7,98,10,70,30,32,76,53,59,5,84,8,57,53,43,94,54,22,13,6,32,57,50,91,51
90,47,10,88,22,16,48,50,51,86,19,27,56,62,93,10,36,2,51,26,40,97,52,75,48,49,56,53,44,50,52,98,52,96,21,20,70,71,41,11,49,10,58,3,59,24,86,71,13,18,28,69,80,73,60,3,27,54,26,6,8,69,20,2,79,87,36,68,4,47,18,64,5,14,33,25,14,75,4,15,86,2,26,94,76,94,41,95,41,37,36,14,89,41,16,79,7,71,47,59,54,35,34,20,53,41,1,71,79,50,92,61,59,12,17,55,84,94,36,81,39,63,36,22,5,39,35,15,65,86,27,15,3,95,74,4,44,43,39,96,25,64,70,76,87,83,35,91,92,47,13,18,48,87,16,61,46,12,7,71,63,62,90,16,99,80,20,14,81,6,15,36,20,42,76,99,63,16,55,98,50,33,24,74,33,82,90,33,75,96,10,75,27,65,97,90,53,95,27,82,38
35,7,7,98,26,6,53,13,72,48,27,56,41,24,14,95,46,81,50,11,21,44,4,27,56,46,83,36,69,45,73,13,18,70,78,86,85,45,69,79,77,62,85,22,27,51,73,40,17,13,49,81,17,15,35,78,27,61,33,47,12,27,19,17,64,48,46,89,44,70,70,27,17,78,9,83,51,86,52,3,53,8,28,50,55,76,40,48,65,23,86,12,29,39,66,56,88,27,78,87,12,92,33,3,61,67,30,56,64,91,58,69,30,93,60,74,98,92,54,58,26,29,47,8,49,68,54,56,88,52,69,76,37,91,53,14,35,18,48,47,10,21,59,43,32,28,89,34,85,69,71,63,78,72,92,94,80,20,77,44,70,35,76,30,79,52,68,9,50,83,70,26,67,54,3,50,62,3,17,29,92,82,33,30,34,6,56,39,90,27,92,6,9,25,25,26,94,92,52,80,25
90,69,52,81,69,24,33,54,10,92,46,85,43,89,88,8,30,57,52,41,28,21,73,40,56,25,31,94,24,92,52,18,89,10,76,73,12,98,49,48,47,97,86,51,19,42,67,97,40,32,90,93,86,88,31,93,16,80,4,22,71,62,80,99,17,45,4,6,72,21,66,65,58,64,59,18,10,71,87,70,39,9,70,37,72,33,43,66,49,78,25,30,18,67,91,53,29,64,3,94,23,27,99,68,84,82,13,21,24,70,8,15,79,97,46,73,8,12,41,21,91,70,69,74,81,54,68,80,53,40,95,17,30,41,17,42,48,19,72,8,53,52,52,9,11,58,83,39,40,89,84,79,74,67,3,49,56,1,2,72,82,49,96,68,33,13,50,23,91,7,98,30,92,81,41,29,18,42,17,54,19,74,37,33,99,78,77,68,59,52,43,16,50,5,24,43,34,87,65,54,82
4,12,83,77,64,80,53,22,30,52,4,79,34,7,66,63,3,78,65,59,97,32,8,71,71,55,57,11,24,89,6,26,57,20,20,60,28,53,66,62,26,90,61,49,1,68,75,38,25,25,89,66,9,24,13,39,72,51,22,81,27,7,70,33,26,33,53,5,87,7,96,63,77,41,64,82,70,59,15,2,60,11,58,50,43,42,35,42,29,43,22,80,62,54,90,76,71,47,64,87,12,20,92,91,38,61,2,83,34,45,13,62,99,33,2,48,8,78,34,70,48,23,16,79,1,17,88,3,37,45,40,75,74,30,18,54,88,20,34,85,40,99,58,84,77,27,70,62,36,65,52,62,68,96,4,56,37,78,79,36,51,55,23,17,49,94,26,47,12,35,51,78,41,10,89,33,27,90,78,90,50,48,2,73,32,8,19,60,7,1,10,41,34,82,6,91,19,12,30,56,23
